ROUND;TM TAG;OPP TAG;TM NAME;OPP NAME;DATE;H/A;W/L;MIN;PTS;2PTM;2PTA;2PT%;3PTM;3PTA;3PT%;FGM;FGA;FG%;FTM;FTA;FT%;OR;DR;TR;AST;TO;ST;BLK;BLKA;PF;DF;VAL;+ / -;POSS;SHOOTING CHANCES;OFF PPP;DEF PPP;OFF RTG;DEF RTG;NET RTG;eFG%;TS%;RIM FREQ;RIM PPS;PAINT FREQ;PAINT PPS;MID FREQ;MID PPS;C3 FREQ;C3 PPS;L3 FREQ;L3 PPS;FT Ratio;TO%;LTO%;DTO%;AST%;AST% (2P);AST% (3P);AST% (FT);AST Ratio;AST/TO;OR%;OR% (after 2P);OR% (after 3P);OR% (after FT);DR%;DR% (after 2P);DR% (after 3P);DR% (after FT);TR%;ST%;BLK%;BLK% (2P);BLK% (3P);KILLS;PSF FREQ;DSF FREQ;ASTED_2FG;ASTED_3FG;ASTED_FT;ASTED_FT PTS;LTO;DTO;BLK2;BLK3;OR_RIM;TM OR_RIM;OR_PAINT;TM OR_PAINT;OR_NP2;TM OR_NP2;OR_3C;TM OR_3C;OR_3L;TM OR_3L;OR_FT;TM OR_FT;DR_RIM;TM DR_RIM;DR_PAINT;TM DR_PAINT;DR_NP2;TM DR_NP2;DR_3C;TM DR_3C;DR_3L;TM DR_3L;DR_FT;TM DR_FT;FTM_T;FTA_T;FTM_1;FTA_1;FTM_2;FTA_2;FT 0/2;FTM_3;FTA_3;FT 0/3;RIM_M;RIM_A;PAINT_M;PAINT_A;MID_M;MID_A;3C_M;3C_A;3L_M;3L_A;3H_M;3H_A
6;EFE;VIR;Anadolu Efes Istanbul;Virtus Segafredo Bologna;03.11.2023;A;L;200;81;21;33;0,64;7;16;0,44;28;49;0,57;18;22;0,82;7;18;25;11;14;4;2;2;23;23;82;-12;66;73;1,11;1,09;122,7;136,8;-14;0,64;0,69;0,14;1,8;0,23;1,06;0,08;1;0;-;0,22;1,31;0,14;0,19;0,14;0,05;0,29;0,29;0,71;0;0,15;0,79;0,32;0,25;0,33;1;0,51;0,63;0,25;0,75;0,44;0,06;0,03;0,04;0;3;1;1;6;5;0;0;10;4;2;0;0;1;2;0;0;0;0;0;3;0;1;0;0;0;4;0;8;0;0;0;3;0;3;0;0;0;2;2;16;20;0;0;0;0;9;10;9;17;3;6;0;0;7;16;0;0
6;VIR;EFE;Virtus Segafredo Bologna;Anadolu Efes Istanbul;03.11.2023;H;W;200;93;26;46;0,57;7;20;0,35;33;66;0,5;20;26;0,77;17;15;32;22;8;10;2;2;23;23;110;12;68;85;1,09;1,11;136,8;122,7;14;0,55;0,6;0,13;2;0,29;1,04;0,12;0,4;0;-;0,24;1,05;0,13;0,09;0,05;0,05;0,5;0,54;0,71;0,27;0,26;2,75;0,49;0,37;0,75;0,25;0,68;0,75;0,67;0;0,56;0,15;0,04;0,06;0;2;1;1;14;5;3;5;4;4;2;0;0;0;6;1;0;0;0;0;9;0;1;0;0;0;6;0;3;0;0;0;6;0;0;0;0;0;1;2;13;18;0;6;6;0;11;11;13;25;2;10;0;0;7;20;0;0
6;MTA;RMB;Maccabi Playtika Tel Aviv;Real Madrid;28.11.2023;H;L;200;70;23;49;0,47;4;20;0,2;27;69;0,39;12;18;0,67;16;25;41;11;15;4;1;4;16;18;62;-29;76;92;0,76;1,15;92,1;130,3;-38,2;0,42;0,45;0,1;1,56;0,28;0,85;0,15;0,71;0,02;0;0,18;0,71;0,09;0,16;0,09;0,08;0,33;0,3;0,5;0,33;0,12;0,73;0,37;0,35;0,47;0;0,71;0,6;0,8;-;0,53;0,05;0,01;0;0;6;0;1;7;2;2;4;8;7;0;0;0;0;7;1;1;0;2;0;4;1;0;0;1;0;4;1;3;0;1;1;12;2;0;0;0;0;2;2;10;16;2;0;0;0;7;9;11;26;5;14;0;2;4;17;0;1
6;RMB;MTA;Real Madrid;Maccabi Playtika Tel Aviv;28.11.2023;A;W;200;99;28;43;0,65;11;32;0,34;39;75;0,52;10;10;1;10;27;37;29;7;8;4;1;18;16;131;29;76;86;1,15;0,76;130,3;92,1;38,2;0,59;0,63;0,22;1,68;0,22;1,05;0,06;0,8;0,07;1,5;0,3;0,92;0,05;0,08;0,05;0,03;0,67;0,75;0,64;0,25;0,34;4,14;0,29;0,4;0,2;-;0,63;0,65;0,53;1;0,47;0,11;0,06;0;0;7;1;0;21;7;1;2;4;3;0;0;2;0;4;0;0;0;1;0;2;1;0;0;2;0;7;0;6;2;0;0;8;0;2;0;1;1;1;1;8;8;0;0;0;0;16;19;10;19;2;5;3;6;8;26;0;0
6;CZB;BAY;FC Bayern Munich;Crvena Zvezda Meridianbet Belgrade;02.11.2023;H;W;200;68;14;30;0,47;11;33;0,33;25;63;0,4;7;9;0,78;13;27;40;20;17;8;1;2;20;17;75;-6;71;84;0,81;0,88;95,8;104,2;-8,5;0,48;0,51;0,07;1,33;0,19;0,63;0,1;1,25;0,11;1;0,29;1;0,05;0,2;0,13;0,07;0,69;0,5;0,91;0,75;0,24;1,18;0,34;0,27;0,41;-;0,69;0,67;0,71;0,67;0,52;0,11;0,02;0;0;5;0,55;0,29;7;10;3;6;11;6;0;0;1;0;2;1;0;0;0;0;9;0;0;0;3;1;2;0;4;0;2;2;10;1;2;0;0;0;1;1;6;8;0;0;0;0;4;6;5;16;5;8;3;9;8;24;0;0
6;BAY;CZB;Crvena Zvezda Meridianbet Belgrade;FC Bayern Munich;02.11.2023;A;L;200;74;19;35;0,54;7;29;0,24;26;64;0,41;15;21;0,71;12;25;37;17;11;11;2;1;17;20;88;6;71;84;0,88;0,81;104,2;95,8;8,5;0,46;0,51;0,14;1;0,17;1,29;0,11;0,89;0,06;0;0,29;0,88;0,11;0,13;0,1;0,04;0,5;0,53;0,71;0,25;0,2;1,55;0,31;0,33;0,29;0,33;0,66;0,73;0,59;-;0,48;0,15;0,03;0;0;7;0,29;0,55;10;5;2;5;8;3;0;0;1;0;3;0;1;0;1;0;5;0;1;0;1;0;7;0;3;0;6;0;5;2;0;0;0;0;2;2;10;16;1;3;3;0;6;12;9;14;4;9;0;5;7;24;0;0
6;FEN;OLY;Olympiacos Piraeus;Fenerbahce Beko Istanbul;02.11.2023;H;W;200;77;21;35;0,6;7;19;0,37;28;54;0,52;14;20;0,7;7;22;29;22;11;2;2;3;19;22;89;-2;67;74;1,04;1,11;114,9;121,5;-6,6;0,58;0,61;0,18;2;0,26;0,74;0,04;0,67;0,04;2;0,22;0,94;0,12;0,15;0,08;0,07;0,59;0,62;1;0,22;0,3;2;0,27;0,36;0,1;0;0,79;0,8;0,76;1;0,54;0,03;0,04;0,03;0;3;0,37;0,5;13;7;2;2;6;5;1;0;0;0;3;0;1;0;0;0;1;0;0;0;1;0;4;1;2;0;3;1;7;2;1;0;0;0;1;2;13;18;0;0;0;0;13;13;7;19;1;3;2;3;5;16;0;0
6;OLY;FEN;Fenerbahce Beko Istanbul;Olympiacos Piraeus;02.11.2023;A;L;200;79;23;33;0,7;7;24;0,29;30;57;0,53;12;14;0,86;6;19;25;22;9;6;3;2;22;19;92;2;65;71;1,11;1,04;121,5;114,9;6,6;0,59;0,64;0,2;1,86;0,21;1,2;0,06;0,5;0,1;0,86;0,24;0,88;0,07;0,13;0,03;0,1;0,63;0,65;1;0;0,31;2,44;0,21;0,2;0,24;0;0,73;0,64;0,9;1;0,46;0,09;0,06;0,06;0,05;4;0,5;0,37;15;7;0;0;2;7;2;1;0;0;1;0;1;0;1;0;3;0;0;0;0;0;7;0;0;0;1;0;8;0;3;0;0;0;2;2;4;6;0;6;6;0;13;14;9;15;1;4;2;7;5;17;0;0
6;ASV;ZAL;Zalgiris Kaunas;LDLC ASVEL Villeurbanne;02.11.2023;A;W;200;88;21;34;0,62;11;28;0,39;32;62;0,52;13;14;0,93;12;17;29;15;11;4;2;1;22;18;91;-3;67;79;1,11;1,23;131,3;135,8;-4,5;0,6;0,65;0,16;1,54;0,16;1,23;0,1;0,75;0,06;1,2;0,29;1,17;0,08;0,14;0,09;0,05;0,39;0,29;0,64;0,33;0,19;1,36;0,39;0,54;0,29;0;0,71;0,8;0,62;1;0,53;0,06;0,04;0,05;0;0;0,41;0,44;6;7;2;4;7;4;2;0;1;2;2;1;1;0;1;0;3;1;0;0;2;0;3;0;3;0;1;0;6;1;1;0;0;0;2;2;11;12;0;0;0;0;10;13;8;13;3;8;2;5;9;23;0;0
6;ZAL;ASV;LDLC ASVEL Villeurbanne;Zalgiris Kaunas;02.11.2023;H;L;200;91;27;37;0,73;7;20;0,35;34;57;0,6;16;18;0,89;7;19;26;24;9;7;1;2;18;22;117;3;67;74;1,23;1,11;135,8;131,3;4,5;0,66;0,7;0,28;1,62;0,12;1,33;0,09;1,14;0,05;0,75;0,22;1,13;0,11;0,12;0,05;0,07;0,57;0,63;0,86;0,13;0,32;2,67;0,29;0,2;0,38;0;0,61;0,46;0,71;1;0,47;0,1;0,02;0,03;0;3;0,44;0,41;17;6;1;2;4;5;1;0;1;1;0;0;0;0;1;1;2;1;0;0;0;0;2;0;4;0;2;0;10;0;1;0;0;0;1;1;12;14;0;3;3;0;17;21;6;9;4;7;1;4;6;16;0;0
6;ASM;MIL;EA7 Emporio Armani Milan;AS Monaco;02.11.2023;A;W;200;66;12;26;0,46;10;27;0,37;22;53;0,42;12;17;0,71;9;23;32;18;14;7;0;2;21;21;71;-6;66;75;0,88;0,95;100;107,5;-7,5;0,51;0,54;0,15;1,64;0,16;0,5;0,04;0;0,01;0;0,35;1,15;0,11;0,19;0,09;0,09;0,62;0,58;0,9;0,29;0,24;1,29;0,27;0,21;0,38;0;0,72;0,7;0,8;0,5;0,49;0,1;0;0;0;5;0,38;0,38;7;9;2;2;7;7;0;0;0;0;2;1;0;0;0;0;5;1;0;0;3;0;4;0;7;0;0;0;7;1;1;0;1;1;0;0;11;16;1;0;0;0;9;11;3;12;0;3;0;1;10;26;0;0
6;MIL;ASM;AS Monaco;EA7 Emporio Armani Milan;02.11.2023;H;L;200;72;20;40;0,5;7;17;0,41;27;57;0,47;11;15;0,73;9;24;33;11;12;7;2;0;22;21;78;6;67;76;0,95;0,88;107,5;100;7,5;0,54;0,56;0,18;1,43;0,13;1;0,21;0,63;0,01;0;0,21;1,31;0,09;0,16;0,09;0,07;0,33;0,35;0,57;0;0,14;0,92;0,28;0,3;0,2;0,5;0,73;0,79;0,63;1;0,51;0,11;0,04;0,08;0;7;0,36;0,38;7;4;0;0;7;5;2;0;0;1;1;0;2;2;1;0;1;0;0;1;2;0;6;0;3;0;1;0;9;0;3;0;0;0;1;1;10;14;1;0;0;0;10;14;5;10;5;16;0;1;7;16;0;0
6;BER;VAL;Valencia Basket;ALBA Berlin;02.11.2023;A;L;200;79;23;43;0,53;7;23;0,3;30;66;0,45;12;14;0,86;12;24;36;18;16;10;3;5;20;17;84;8;76;88;0,9;0,87;103,9;98,6;5,3;0,51;0,55;0,22;1,37;0,18;0,88;0,09;0,75;0,09;1,13;0,17;0,8;0,07;0,18;0,11;0,07;0,5;0,52;0,71;0,17;0,2;1,13;0,34;0,32;0,36;0;0,71;0,56;0,82;1;0,52;0,14;0,05;0,11;0;8;0,45;0,47;12;5;1;2;10;6;3;0;0;2;2;1;1;0;0;0;5;0;0;0;3;0;4;0;1;1;3;0;9;2;1;0;0;0;2;2;10;12;0;0;0;0;13;19;7;16;3;8;3;8;4;15;0;0
6;VAL;BER;ALBA Berlin;Valencia Basket;02.11.2023;H;W;200;71;13;28;0,46;9;28;0,32;22;56;0,39;18;20;0,9;10;23;33;13;17;9;5;3;17;20;78;-8;72;82;0,87;0,9;98,6;103,9;-5,3;0,47;0,55;0,15;1,33;0,12;0,6;0,07;0,67;0,07;1;0,24;1,05;0,11;0,21;0,11;0,1;0,42;0,38;0,67;0,22;0,16;0,76;0,29;0,44;0,18;0;0,66;0,68;0,64;1;0,48;0,12;0,08;0,12;0;5;0,47;0,45;5;6;2;4;9;8;5;0;2;0;3;0;2;0;1;0;1;1;0;0;3;0;5;1;3;1;4;1;4;0;1;0;0;0;0;0;14;14;0;4;6;0;8;12;3;10;2;6;2;6;7;20;0;0
6;FCB;PAN;Panathinaikos AKTOR Athens;FC Barcelona;03.11.2023;H;W;200;72;17;38;0,45;8;22;0,36;25;60;0,42;14;17;0,82;7;22;29;15;12;4;1;2;19;18;68;-8;72;79;0,91;0,9;100;105,3;-5,3;0,48;0,54;0,08;1,33;0,34;0,89;0,06;0,4;0;-;0,28;1,09;0,09;0,15;0,11;0,04;0,47;0,41;0,75;0,29;0,19;1,25;0,19;0,29;0,07;0;0,63;0,74;0,54;0,33;0,41;0,05;0,02;0,02;0;6;0,53;0,5;7;6;2;4;9;3;1;0;1;0;4;0;1;0;0;0;1;0;0;0;0;0;10;0;4;0;0;0;6;1;1;0;1;1;1;2;12;14;0;0;0;0;4;6;12;27;1;5;0;0;8;22;0;0
6;PAN;FCB;FC Barcelona;Panathinaikos AKTOR Athens;03.11.2023;A;L;200;80;27;48;0,56;4;18;0,22;31;66;0,47;14;20;0,7;13;29;42;10;14;9;2;1;18;19;88;8;76;89;0,9;0,91;105,3;100;5,3;0,5;0,53;0,06;2;0,4;1,06;0,08;0,86;0;-;0,19;0,71;0,1;0,16;0,04;0,11;0,25;0,15;0,75;0,33;0,11;0,71;0,37;0,26;0,46;0,67;0,81;0,71;0,93;1;0,59;0,13;0,03;0,05;0;8;0,5;0,53;4;3;3;4;4;10;2;0;0;0;4;1;0;0;0;0;4;2;2;0;0;1;9;2;3;0;0;0;10;3;1;0;0;0;1;1;12;16;0;1;3;0;5;5;19;36;3;7;0;0;4;17;0;1
6;BAS;PAR;Partizan Mozzart Bet Belgrade;Baskonia Vitoria-Gasteiz;03.11.2023;H;W;200;83;20;30;0,67;9;24;0,38;29;54;0,54;16;17;0,94;2;24;26;17;13;6;7;2;24;20;94;-1;71;73;1,14;0,98;116,9;120;-3,1;0,62;0,69;0,04;2;0,32;1,22;0,05;1,5;0;-;0,32;1,17;0,08;0,18;0,1;0,08;0,49;0,4;0,78;0,33;0,23;1,31;0,08;0;0,15;0;0,6;0,58;0,63;0;0,41;0,09;0,11;0,16;0,04;5;0,58;0,5;8;7;2;5;7;6;6;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;8;0;2;0;0;0;12;0;0;0;0;0;4;4;9;10;0;3;3;0;3;3;14;23;3;4;0;0;9;23;0;1
6;PAR;BAS;Baskonia Vitoria-Gasteiz;Partizan Mozzart Bet Belgrade;03.11.2023;A;L;200;84;19;38;0,5;8;28;0,29;27;66;0,41;22;28;0,79;16;22;38;18;10;7;2;7;20;24;91;1;70;86;0,98;1,14;120;116,9;3,1;0,47;0,55;0,1;1,78;0,27;0,78;0,07;0,67;0;-;0,31;0,89;0,12;0,12;0,07;0,05;0,5;0,42;0,63;0,56;0,21;1,8;0,41;0,42;0,37;1;0,92;1;0,85;1;0,6;0,1;0,04;0,03;0,04;4;0,5;0,58;8;5;5;10;6;4;1;1;0;0;5;1;1;1;0;0;6;1;1;0;0;0;9;0;1;0;0;0;11;0;1;0;0;0;4;4;14;16;1;4;6;0;8;9;9;23;2;6;0;0;8;27;0;1
6;EFE;VIR;Virtus Segafredo Bologna;Anadolu Efes Istanbul;03.11.2023;A;L;200;93;26;46;0,57;7;20;0,35;33;66;0,5;20;26;0,77;17;15;32;22;8;10;2;2;23;23;110;12;68;85;1,09;1,11;136,8;122,7;14;0,55;0,6;0,13;2;0,29;1,04;0,12;0,4;0;-;0,24;1,05;0,13;0,09;0,05;0,05;0,5;0,54;0,71;0,27;0,26;2,75;0,49;0,37;0,75;0,25;0,68;0,75;0,67;0;0,56;0,15;0,04;0,06;0;2;0,52;0,57;14;5;3;5;4;4;2;0;0;0;6;1;0;0;0;0;9;0;1;0;0;0;6;0;3;0;0;0;6;0;0;0;0;0;1;2;13;18;0;6;6;0;11;11;13;25;2;10;0;0;7;20;0;0
6;VIR;EFE;Anadolu Efes Istanbul;Virtus Segafredo Bologna;03.11.2023;H;W;200;81;21;33;0,64;7;16;0,44;28;49;0,57;18;22;0,82;7;18;25;11;14;4;2;2;23;23;82;-12;66;73;1,11;1,09;122,7;136,8;-14;0,64;0,69;0,14;1,8;0,23;1,06;0,08;1;0;-;0,22;1,31;0,14;0,19;0,14;0,05;0,29;0,29;0,71;0;0,15;0,79;0,32;0,25;0,33;1;0,51;0,63;0,25;0,75;0,44;0,06;0,03;0,04;0;3;0,57;0,52;6;5;0;0;10;4;2;0;0;1;2;0;0;0;0;0;3;0;1;0;0;0;4;0;8;0;0;0;3;0;3;0;0;0;2;2;16;20;0;0;0;0;9;10;9;17;3;6;0;0;7;16;0;0
6;MTA;RMB;Real Madrid;Maccabi Playtika Tel Aviv;28.11.2023;H;L;200;99;28;43;0,65;11;32;0,34;39;75;0,52;10;10;1;10;27;37;29;7;8;4;1;18;16;131;29;76;86;1,15;0,76;130,3;92,1;38,2;0,59;0,63;0,22;1,68;0,22;1,05;0,06;0,8;0,07;1,5;0,3;0,92;0,05;0,08;0,05;0,03;0,67;0,75;0,64;0,25;0,34;4,14;0,29;0,4;0,2;-;0,63;0,65;0,53;1;0,47;0,11;0,06;0;0;7;0,56;0,31;21;7;1;2;4;3;0;0;2;0;4;0;0;0;1;0;2;1;0;0;2;0;7;0;6;2;0;0;8;0;2;0;1;1;1;1;8;8;0;0;0;0;16;19;10;19;2;5;3;6;8;26;0;0
6;RMB;MTA;Maccabi Playtika Tel Aviv;Real Madrid;28.11.2023;A;W;200;70;23;49;0,47;4;20;0,2;27;69;0,39;12;18;0,67;16;25;41;11;15;4;1;4;16;18;62;-29;76;92;0,76;1,15;92,1;130,3;-38,2;0,42;0,45;0,1;1,56;0,28;0,85;0,15;0,71;0,02;0;0,18;0,71;0,09;0,16;0,09;0,08;0,33;0,3;0,5;0,33;0,12;0,73;0,37;0,35;0,47;0;0,71;0,6;0,8;-;0,53;0,05;0,01;0;0;6;0,31;0,56;7;2;2;4;8;7;0;0;0;0;7;1;1;0;2;0;4;1;0;0;1;0;4;1;3;0;1;1;12;2;0;0;0;0;2;2;10;16;2;0;0;0;7;9;11;26;5;14;0;2;4;17;0;1
7;BAS;OLY;Baskonia Vitoria-Gasteiz;Olympiacos Piraeus;09.11.2023;A;W;200;75;19;33;0,58;9;28;0,32;28;61;0,46;10;12;0,83;10;24;34;18;14;6;2;4;12;17;87;1;69;80;0,94;1,01;108,7;108,8;-0,1;0,53;0,57;0,25;1,4;0,09;0,57;0,08;1;0,04;0;0,31;1,08;0,06;0,18;0,06;0,11;0,55;0,47;0,89;0,2;0,23;1,29;0,32;0,23;0,39;-;0,83;1;0,71;1;0,57;0,09;0,04;0,07;0;7;0;0;9;8;1;2;5;9;2;0;1;0;0;1;1;0;2;0;4;1;0;0;3;0;6;1;1;0;2;0;9;1;1;0;0;0;1;1;7;8;0;2;3;0;14;20;2;7;3;6;0;3;9;25;0;0
7;OLY;BAS;Olympiacos Piraeus;Baskonia Vitoria-Gasteiz;09.11.2023;H;L;200;74;15;27;0,56;12;29;0,41;27;56;0,48;8;10;0,8;5;21;26;20;13;5;4;2;17;12;78;-1;68;73;1,01;0,94;108,8;108,7;0,1;0,59;0,62;0,21;1,6;0,15;0,55;0,01;0;0,1;1,29;0,3;1,23;0,05;0,18;0,08;0,1;0,67;0,53;0,83;0,67;0,27;1,54;0,17;0;0,29;0;0,68;0,77;0,61;-;0,43;0,07;0,07;0,09;0,04;7;0;0;8;10;2;5;6;7;3;1;0;0;0;0;0;0;2;0;3;0;0;0;5;0;4;0;1;0;1;0;9;1;0;0;0;0;1;1;4;6;1;3;3;0;12;15;3;11;0;1;3;7;9;22;0;0
7;EFE;ZAL;Anadolu Efes Istanbul;Zalgiris Kaunas;09.11.2023;H;W;225;86;21;41;0,51;10;25;0,4;31;66;0,47;14;17;0,82;9;29;38;13;11;7;4;2;17;22;102;4;76;85;1,01;0,96;113,2;107,9;5,3;0,55;0,58;0,19;1,63;0,19;0,5;0,11;0,89;0,05;1,5;0,25;1,14;0,09;0,13;0,08;0,05;0,34;0,24;0,7;0,14;0,15;1,18;0,26;0,3;0,23;0;0,76;0,79;0,81;0;0,53;0,09;0,06;0,05;0;7;0;0;5;7;1;2;7;4;2;0;1;0;4;0;1;0;0;0;2;1;0;0;0;0;14;0;1;0;2;0;10;1;0;0;0;0;1;1;13;16;1;0;0;0;13;16;4;16;4;9;2;4;8;21;0;0
7;ZAL;EFE;Zalgiris Kaunas;Anadolu Efes Istanbul;09.11.2023;A;L;225;82;21;41;0,51;12;31;0,39;33;72;0,46;4;5;0,8;9;25;34;18;11;7;2;4;22;17;83;-4;76;85;0,96;1,01;107,9;113,2;-5,3;0,54;0,55;0,08;1,71;0,38;0,88;0,02;1;0,04;1;0,32;1,22;0,02;0,13;0,08;0,05;0,51;0,43;0,75;0;0,21;1,64;0,24;0,21;0,19;1;0,74;0,7;0,77;1;0,47;0,09;0,03;0,02;0;4;0;0;9;9;0;0;7;4;1;0;0;0;4;0;0;0;0;0;3;0;1;0;2;0;8;0;4;0;2;0;8;0;1;0;0;0;1;1;3;4;0;0;0;0;6;7;14;32;1;2;1;3;11;27;0;1
7;BAY;MTA;FC Bayern Munich;Maccabi Playtika Tel Aviv;09.11.2023;A;L;200;90;27;37;0,73;9;22;0,41;36;59;0,61;9;14;0,64;8;21;29;14;23;5;1;2;23;21;84;-3;81;89;1,01;1,04;111,1;116,3;-5,1;0,69;0,68;0,15;1,85;0,16;1,14;0,11;1,4;0,01;3;0,22;1,2;0,08;0,26;0,13;0,12;0,33;0,26;0,56;0,29;0,16;0,61;0,35;0,5;0,27;0;0,7;0,71;0,69;-;0,55;0,06;0,02;0;0;3;1;0;7;5;2;4;12;11;0;0;1;0;0;3;1;0;0;0;3;0;0;0;0;1;7;0;2;0;3;0;7;1;0;0;0;0;0;0;9;14;0;0;0;0;12;13;8;14;7;10;1;1;8;20;0;1
7;MTA;BAY;Maccabi Playtika Tel Aviv;FC Bayern Munich;09.11.2023;H;W;200;93;20;34;0,59;10;26;0,38;30;60;0,5;23;25;0,92;9;15;24;20;17;12;2;1;21;23;103;3;80;89;1,04;1,01;116,3;111,1;5,1;0,58;0,65;0,12;1,82;0,19;0,82;0,07;1;0,1;1;0,19;1,24;0,13;0,19;0,06;0,13;0,45;0,3;0,9;0,33;0,22;1,18;0,3;0,29;0,31;-;0,65;0,5;0,73;1;0,45;0,15;0,03;0;0;4;0;1;6;9;4;8;5;12;0;0;0;0;1;2;0;1;3;0;2;0;0;0;0;0;1;2;2;0;0;0;7;1;2;0;1;1;0;0;22;24;0;0;0;0;10;11;7;17;3;6;3;9;7;17;0;0
7;MIL;VAL;EA7 Emporio Armani Milan;Valencia Basket;09.11.2023;H;W;200;83;19;34;0,56;12;31;0,39;31;65;0,48;9;13;0,69;11;29;40;17;12;12;5;1;16;19;109;31;71;82;1,01;0,63;116,9;73,2;43,7;0,57;0,59;0,21;1,53;0,17;0,86;0,04;0;0,04;2;0,33;1,11;0,06;0,15;0,09;0,06;0,47;0,37;0,75;0,2;0,21;1,42;0,3;0,2;0,33;0,5;0,73;0,83;0,59;-;0,52;0,17;0,09;0,16;0;9;1;0;7;9;1;2;7;5;5;0;0;0;3;0;0;0;0;0;5;1;1;1;1;0;15;0;3;0;0;0;9;1;0;0;0;0;0;3;9;10;0;0;0;0;13;17;6;14;0;3;2;3;10;27;0;1
7;VAL;MIL;Valencia Basket;EA7 Emporio Armani Milan;09.11.2023;A;L;200;52;9;32;0,28;7;24;0,29;16;56;0,29;13;16;0,81;11;26;37;14;19;7;1;5;19;16;41;-31;71;82;0,63;1,01;73,2;116,9;-43,7;0,35;0,41;0,11;1,33;0,24;0,3;0,04;0;0,02;0;0,27;0,95;0,09;0,23;0,15;0,09;0,61;0,67;0,86;0,29;0,17;0,74;0,28;0,17;0,41;-;0,7;0,8;0,67;0,5;0,48;0,1;0,02;0,03;0;4;0;1;6;6;2;4;12;7;1;0;2;0;2;0;0;0;1;1;3;2;0;0;4;0;5;0;3;0;1;0;10;1;2;0;0;0;1;1;9;12;0;3;3;0;6;9;3;20;0;3;0;2;7;22;0;0
7;FEN;PAR;Fenerbahce Beko Istanbul;Partizan Mozzart Bet Belgrade;09.11.2023;A;L;200;84;18;30;0,6;11;31;0,35;29;61;0,48;15;16;0,94;12;22;34;18;12;3;2;1;18;21;98;-1;68;80;1,05;1,1;123,5;126,9;-3,3;0,57;0,62;0,18;1,71;0,16;0,77;0,04;0,67;0,05;1,5;0,34;1;0,09;0,15;0,09;0,06;0,5;0,5;0,64;0,29;0,23;1,5;0,38;0,42;0,37;0;0,69;0,7;0,67;-;0,53;0,04;0,03;0,05;0;5;0;0;9;7;2;2;7;5;2;0;1;1;3;0;0;0;1;0;5;1;0;0;2;0;6;0;6;0;0;0;8;0;0;0;0;0;2;2;13;14;0;0;0;0;12;14;5;13;1;3;2;4;9;27;0;0
7;PAR;FEN;Partizan Mozzart Bet Belgrade;Fenerbahce Beko Istanbul;09.11.2023;H;W;200;85;22;42;0,52;8;20;0,4;30;62;0,48;17;18;0,94;10;20;30;20;8;7;1;2;21;18;97;1;67;77;1,1;1,05;126,9;123,5;3,3;0,55;0,62;0,17;1,54;0,22;0,94;0,16;0,67;0,03;3;0,23;1;0,09;0,1;0,04;0,06;0,54;0,41;1;0,43;0,26;2,5;0,31;0,3;0,33;-;0,63;0,58;0,63;1;0,47;0,1;0,02;0;0,03;3;0;0;9;8;3;7;3;5;0;1;1;0;3;0;2;0;0;0;4;0;0;0;0;0;5;0;2;0;1;0;7;4;1;0;1;1;1;1;9;10;0;6;6;0;10;13;8;17;4;12;2;2;6;18;0;0
7;RMB;VIR;Real Madrid;Virtus Segafredo Bologna;09.11.2023;H;W;200;100;19;37;0,51;11;26;0,42;30;63;0,48;29;34;0,85;8;29;37;28;8;7;3;1;21;27;134;26;79;87;1,15;0,89;126,6;94,9;31,7;0,56;0,63;0,06;1,6;0,33;1,03;0,03;0;0;-;0,3;1,27;0,18;0,09;0,05;0,05;0,61;0,58;1;0,38;0,32;3,5;0,25;0,38;0,14;0;0,85;0,83;0,84;1;0,56;0,09;0,05;0,09;0;9;1;1;11;11;6;10;4;4;3;0;1;0;4;0;1;0;0;0;2;0;0;0;0;0;8;0;2;0;0;0;15;1;3;0;1;1;1;1;27;32;0;0;0;0;4;5;15;29;0;3;0;0;11;26;0;0
7;VIR;RMB;Virtus Segafredo Bologna;Real Madrid;09.11.2023;A;L;200;74;20;32;0,63;6;25;0,24;26;57;0,46;16;21;0,76;5;24;29;17;19;4;1;3;28;20;59;-26;78;83;0,89;1,15;94,9;126,6;-31,7;0,51;0,58;0,06;1,6;0,3;1,28;0,02;0;0;-;0,3;0,72;0,08;0,23;0,08;0,14;0,52;0,55;0,83;0,14;0,2;0,89;0,15;0,17;0,16;0;0,75;0,63;0,86;1;0,44;0,05;0,02;0,03;0;5;1;1;11;5;1;0;7;12;1;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;10;0;0;0;0;0;10;2;2;0;1;1;3;4;8;10;0;4;6;0;4;5;16;25;0;2;0;0;6;25;0;0
